DOE_SCHOOL_CODE	DEEWR_ID	SCHOOL_NAME	LEVEL_OF_ SCHOOLING	SCHOOL_SPECIALITY_TYPE	YEAR_RANGES	PRESCHOOL_INDICATOR	SCHOOL_GENDER	TEACHING_STAFF	NON_TEACHING_STAFF	TOTAL_ENROLMENTS	PHONE	SCHOOL_EMAIL	FAX	LGA	ELECTORATE	FEDERAL_ELECTORATE	ADDRESS	SUBURB	POSTCODE	LATITUDE	LONGITUDE
1138	9127	Barnsley Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	14	3	264	4953 2976	barnsley-p.School@det.nsw.edu.au	4953 3094	Lake Macquarie (C)	Cessnock	Hunter	Cliffbrook St	Barnsley 	2278	-32.933094	151.594552
5582	17887	Wakefield School	Schools for Specific Purposes	Comprehensive	Behaviour Disorder	N	Coed	5	5	26	4953 4072	wakefield-s.School@det.nsw.edu.au	4953 4082	Lake Macquarie (C)	Lake Macquarie	Hunter	School Rd	Wakefield 	2278	-32.956712	151.56443
1183	17401	Belmont Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	14	2	265	4945 4858	belmont-p.school@det.nsw.edu.au	4947 7823	Lake Macquarie (C)	Swansea	Shortland	Livingstone St	Belmont 	2280	-33.030134	151.662203
3898	8744	Marks Point Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	9	5	160	4945 4433	markspoint-p.School@det.nsw.edu.au	4947 7842	Lake Macquarie (C)	Swansea	Shortland	Findon St	Marks Point 	2280	-33.057486	151.650131
3927	8740	Belmont North Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	8	3	153	4945 4861	belmontnth-p.school@det.nsw.edu.au	4947 7851	Lake Macquarie (C)	Swansea	Shortland	Nikkin & Darling Sts	Belmont 	2280	-33.019974	151.671344
4185	8955	Valentine Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	23	5	538	4942 8211	valentine-p.School@det.nsw.edu.au	4942 8438	Lake Macquarie (C)	Swansea	Shortland	Tallawalla Rd	Valentine 	2280	-33.009147	151.642517
4379	8742	Floraville Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	24	8	563	4945 4845	floraville-p.School@det.nsw.edu.au	4947 7669	Lake Macquarie (C)	Swansea	Shortland	78 Floraville Road	Belmont	2280	-33.014211	151.663835
4469	8743	Jewells Primary School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	23	6	486	4948 7300	jewells-p.school@det.nsw.edu.au	4947 1316	Lake Macquarie (C)	Swansea	Shortland	Lepton Pde	Jewells 	2280	-33.015735	151.687459
8203	8739	Belmont High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	68	22	977	4945 0600	belmont-h.School@det.nsw.edu.au	4947 7531	Lake Macquarie (C)	Swansea	Shortland	424 Pacific Highway	Belmont	2280	-33.027147	151.660114
2476	8959	Pelican Flat Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	4	2	46	4971 1543	pelicanflt-p.school@det.nsw.edu.au	4972 1380	Lake Macquarie (C)	Swansea	Shortland	Karog St	Pelican	2281	-33.074333	151.648248
2759	9134	Nords Wharf Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	4	3	98	4976 1257	nordswharf-p.School@det.nsw.edu.au	4972 5046	Lake Macquarie (C)	Swansea	Shortland	33 Marine Pde	Nords Wharf 	2281	-33.135817	151.605087
3141	8960	Swansea Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	12	3	226	4971 1267	swansea-p.school@det.nsw.edu.au	4972 1354	Lake Macquarie (C)	Swansea	Shortland	Rawson St	Swansea 	2281	-33.084061	151.636301
4197	8956	Blacksmiths Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	5	2	108	4971 1519	blacksmith-p.school@det.nsw.edu.au	4972 1407	Lake Macquarie (C)	Swansea	Shortland	Amaroo St	Blacksmiths	2281	-33.071303	151.654011
4367	8958	Caves Beach Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	17	4	405	4971 1838	cavesbeach-p.School@det.nsw.edu.au	4972 1346	Lake Macquarie (C)	Swansea	Shortland	Park Ave	Caves Beach	2281	-33.103178	151.638184
8389	6492	Swansea High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	44	10	626.2	4971 1761	swansea-h.school@det.nsw.edu.au	4972 1378	Lake Macquarie (C)	Swansea	Shortland	Park Ave	Caves Beach 	2281	-33.104232	151.639823
3384	8962	Warners Bay Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	22	7	414	4948 8129	warnersbay-p.School@det.nsw.edu.au	4947 1427	Lake Macquarie (C)	Charlestown	Shortland	88 Mills Street	Warners Bay	2282	-32.979971	151.648614
4034	4646	Eleebana Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	26	6	607	4946 8927	eleebana-p.school@det.nsw.edu.au	4942 8437	Lake Macquarie (C)	Charlestown	Shortland	Ian St	Eleebana 	2282	-32.990502	151.64262
4206	5542	Biddabah Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	18	5	453	4954 6058	biddabah-p.school@det.nsw.edu.au	4956 6780	Lake Macquarie (C)	Lake Macquarie	Shortland	Medcalf St	Warners Bay 	2282	-32.966054	151.641812
8440	8961	Warners Bay High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	79	17	1306.4	4954 9488	warnersbay-h.school@det.nsw.edu.au	4956 5297	Lake Macquarie (C)	Charlestown	Shortland	1 Myles Ave	Warners Bay 	2282	-32.967703	151.653691
1084	8964	Awaba Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	28	4959 2502	awaba-p.school@det.nsw.edu.au	4950 4905	Lake Macquarie (C)	Lake Macquarie	Hunter	Mulbring Street	Awaba	2283	-33.010554	151.538068
1904	8969	Fassifern Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	5	3	49	4959 2708	fassifern-p.School@det.nsw.edu.au	4950 4923	Lake Macquarie (C)	Lake Macquarie	Hunter	9 Miller Road	Fassifern	2283	-32.983398	151.582769
2193	8976	Rathmines Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	17	6	271	4975 1229	rathmines-p.School@det.nsw.edu.au	4975 4239	Lake Macquarie (C)	Lake Macquarie	Hunter	Secret Corner Rd	Rathmines 	2283	-33.042628	151.5899
3247	8982	Toronto Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	11	7	195	4959 1571	toronto-p.School@det.nsw.edu.au	4950 4717	Lake Macquarie (C)	Lake Macquarie	Hunter	Renwick St	Toronto 	2283	-33.00826	151.594778
3966	8966	Blackalls Park Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	12	3	213	4959 1213	blackallpk-p.school@det.nsw.edu.au	4950 4913	Lake Macquarie (C)	Lake Macquarie	Hunter	Charles St	Blackalls Park 	2283	-32.998435	151.577743
3988	8965	Biraban Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	8	4	111	4959 1902	biraban-p.School@det.nsw.edu.au	4950 4901	Lake Macquarie (C)	Lake Macquarie	Hunter	Beckley St	Toronto 	2283	-33.008389	151.576296
4022	8968	Coal Point Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	7	3	231	4959 1374	coalpoint-p.School@det.nsw.edu.au	4950 4914	Lake Macquarie (C)	Lake Macquarie	Hunter	Coal Point Rd	Coal Point 	2283	-33.040828	151.610798
4132	8963	Arcadia Vale Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	5	3	130	4975 1181	arcadiaval-p.school@det.nsw.edu.au	4975 4237	Lake Macquarie (C)	Lake Macquarie	Hunter	Glade St	Arcadia Vale	2283	-33.060231	151.582044
4208	8972	Fennell Bay Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	11	7	148	4959 2264	fennellbay-p.School@det.nsw.edu.au	4950 4439	Lake Macquarie (C)	Lake Macquarie	Hunter	Bay Rd	Fennell Bay 	2283	-32.991749	151.601866
8909	6347	Toronto High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	56	16	908.2	4959 1788	toronto-h.School@det.nsw.edu.au	4950 4459	Lake Macquarie (C)	Lake Macquarie	Hunter	Field Ave	Toronto	2283	-33.008794	151.582022
1302	8988	Boolaroo Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	4	1	43	4958 1479	boolaroo-p.school@det.nsw.edu.au	4958 2208	Lake Macquarie (C)	Lake Macquarie	Shortland	Main Rd & Second St	Boolaroo 	2284	-32.951196	151.622765
3183	8997	Teralba Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	6	2	81	4958 2117	teralba-p.School@det.nsw.edu.au	4958 2965	Lake Macquarie (C)	Lake Macquarie	Hunter	York St	Teralba 	2284	-32.962493	151.605976
3904	8985	Argenton Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	26	4958 1805	argenton-p.school@det.nsw.edu.au	4958 2032	Lake Macquarie (C)	Lake Macquarie	Hunter	Montgomery St	Argenton 	2284	-32.938493	151.629533
3968	8995	Speers Point Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	8	7	108	4958 1230	speerspt-p.school@det.nsw.edu.au	4958 2478	Lake Macquarie (C)	Lake Macquarie	Shortland	Bell St	Speers Point 	2284	-32.958943	151.621641
4017	8993	Booragul Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	13	4	228	4958 2013	booragul-p.school@det.nsw.edu.au	4958 3152	Lake Macquarie (C)	Lake Macquarie	Hunter	Aspinall St	Booragul 	2284	-32.973933	151.61151
5723	17532	Five Islands School	Schools for Specific Purposes	Comprehensive	Medium / High Support needs	N	Coed	7	9	37	49530145	fiveis-s.School@det.nsw.edu.au	49530166	Lake Macquarie (C)	Lake Macquarie	Hunter	14 Marmong Street	Booragul	2284	-32.974054	151.611684
8210	8991	Lake Macquarie High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	37	13	388.8	4958 1544	lakemacqua-h.School@det.nsw.edu.au	4958 1746	Lake Macquarie (C)	Lake Macquarie	Hunter	Marmong St	Booragul 	2284	-32.975553	151.613863
1505	9003	Cardiff Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	12	5	209	4954 0475	cardiff-p.school@det.nsw.edu.au	4956 5436	Lake Macquarie (C)	Lake Macquarie	Shortland	Macquarie Rd	Cardiff 	2285	-32.945779	151.657754
3564	9008	Edgeworth Public School	Primary School	Comprehensive	Kinder to Year 6	Y	Coed	30	11	589	4958 1831	edgeworth-p.School@det.nsw.edu.au	4950 8174	Lake Macquarie (C)	Cessnock	Hunter	Minmi Rd	Edgeworth	2285	-32.922892	151.620387
3895	9005	Cardiff South Public School	Primary School	Comprehensive	Kinder to Year 6	Y	Coed	15	5	289	4954 7296	cardiffsth-p.school@det.nsw.edu.au	4956 5730	Lake Macquarie (C)	Lake Macquarie	Shortland	Cardiff South School	Cardiff South	2285	-32.953106	151.66521
4155	9010	Edgeworth Heights Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	19	5	351	4958 1180	edgeworthh-p.school@det.nsw.edu.au	4958 4386	Lake Macquarie (C)	Cessnock	Hunter	Ridley St	Edgeworth 	2285	-32.924431	151.609209
4207	6128	Glendale East Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	8	3	201	4954 9551	glendalee-p.school@det.nsw.edu.au	4956 6248	Lake Macquarie (C)	Wallsend	Hunter	8 Margot Ave	Glendale 	2285	-32.927568	151.65441
5260	9002	Cardiff North Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	8	3	153	4954 0404	cardiffnth-p.School@det.nsw.edu.au	4956 5530	Lake Macquarie (C)	Wallsend	Shortland	Wansbeck Valley Rd	Cardiff 	2285	-32.937812	151.665723
8466	6344	Glendale High School	Secondary School	Technology	Year 7 to Year 12	N	Coed	56	18	813.4	4954 9166	glendale-h.school@det.nsw.edu.au	4956 6879	Lake Macquarie (C)	Wallsend	Hunter	2A Oaklands St	Glendale 	2285	-32.925928	151.642938
8903	8999	Cardiff High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	53	13	690.2	4954 9966	cardiff-h.school@det.nsw.edu.au	4956 6413	Lake Macquarie (C)	Charlestown	Shortland	Boronia St	Cardiff 	2285	-32.951363	151.670299
3358	9017	West Wallsend Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	11	3	191	4953 2930	westwalls-p.School@det.nsw.edu.au	4953 3131	Lake Macquarie (C)	Cessnock	Hunter	Brown St	West Wallsend 	2286	-32.904606	151.580707
8411	6442	West Wallsend High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	47	14	565.6	4953 2111	westwalls-h.school@det.nsw.edu.au	4953 1886	Lake Macquarie (C)	Cessnock	Hunter	2 Appletree Rd	West Wallsend 	2286	-32.910565	151.581083
2571	9022	Minmi Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	5	3	116	4953 2768	minmi-p.school@det.nsw.edu.au	4953 3104	Newcastle (C)	Wallsend	Newcastle	Woodford St	Minmi 	2287	-32.876125	151.617471
3357	9030	Wallsend Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	13	6	256	4955 9415	wallsend-p.school@det.nsw.edu.au	4955 8298	Newcastle (C)	Wallsend	Newcastle	26 Martindale Street	Wallsend	2287	-32.908099	151.671582
3851	9032	Wallsend South Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	27	5	549	4955 9963	wallsends-p.school@det.nsw.edu.au	4950 2179	Newcastle (C)	Wallsend	Newcastle	Smith Rd	Wallsend 	2287	-32.920075	151.675241
4163	14965	Elermore Vale Public School	Primary School	Comprehensive	Kinder to Year 6	Y	Coed	21	8	407	4955 9016	elermoreva-p.school@det.nsw.edu.au	4950 2195	Newcastle (C)	Wallsend	Newcastle	Jubilee Rd	Wallsend 	2287	-32.915589	151.666815
4600	14690	Maryland Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	24	7	469	4955 9430	maryland-p.school@det.nsw.edu.au	4955 8945	Newcastle (C)	Wallsend	Newcastle	John T Bell Drive	Maryland	2287	-32.881427	151.658808
4620	15818	Glendore Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	21	2	446	4955 6644	glendore-p.School@det.nsw.edu.au	4955 6633	Newcastle (C)	Wallsend	Newcastle	Maryland Drive	Maryland 	2287	-32.873641	151.649712
7308	9025	Plattsburg Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	11	5	250	4955 9196	plattsburg-p.school@det.nsw.edu.au	4950 2186	Newcastle (C)	Wallsend	Newcastle	1 Ranclaud St	Wallsend	2287	-32.896354	151.669186
8259	9028	Callaghan College Wallsend Campus	Secondary School	Junior College	Year 7 to Year 10	N	Coed	70	17	1113	4951 1811	wallsend-h.school@det.nsw.edu.au	4950 1047	Newcastle (C)	Wallsend	Newcastle	Macquarie St	Wallsend 	2287	-32.89295	151.669289
1008	9043	Adamstown Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	12	5	235	4957 1114	adamstown-p.school@det.nsw.edu.au	4956 2446	Newcastle (C)	Newcastle	Newcastle	Bryant St	Adamstown 	2289	-32.932213	151.730971
4136	9035	Garden Suburb Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	13	5	219	4943 4898	gardensub-p.school@det.nsw.edu.au	4942 1552	Lake Macquarie (C)	Charlestown	Shortland	Prospect Rd	Garden Suburb 	2289	-32.947882	151.682275
4203	9038	Kotara South Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	17	5	302	4957 5319	kotarasth-p.school@det.nsw.edu.au	4956 2203	Newcastle (C)	Charlestown	Newcastle	150 Rae Crescent	Kotara	2289	-32.946528	151.694255
4370	9044	Belair Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	24	8	519	4952 1735	belair-p.School@det.nsw.edu.au	4956 2450	Newcastle (C)	Charlestown	Newcastle	Carolyn St	Adamstown	2289	-32.946197	151.711766
5738	9036	Kotara School	Schools for Specific Purposes	Comprehensive	Emotional disturbance	N	Coed	5	8	26	4957 3274	kotara-s.School@det.nsw.edu.au	4956 1734	Newcastle (C)	Charlestown	Newcastle	Seaview & Park Aves	Kotara 	2289	-32.94283	151.700379
8423	9046	Kotara High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	67	14	1031.6	4943 3281	kotara-h.School@det.nsw.edu.au	4942 1049	Newcastle (C)	Charlestown	Newcastle	Lexington Pde	Adamstown 	2289	-32.947137	151.706868
1550	9050	Charlestown Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	10	4	134	4943 4063	charlestow-p.School@det.nsw.edu.au	4942 2583	Lake Macquarie (C)	Charlestown	Shortland	Frederick St	Charlestown 	2290	-32.965494	151.697486
1778	4645	Dudley Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	13	3	266	4944 7203	dudley-p.school@det.nsw.edu.au	4942 6097	Lake Macquarie (C)	Charlestown	Shortland	Ocean & Boundary Sts	Dudley 	2290	-32.989387	151.716816
2946	9135	Redhead Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	14	3	287	4944 7215	redhead-p.school@det.nsw.edu.au	4942 6098	Lake Macquarie (C)	Charlestown	Shortland	Hutchinson St	Redhead 	2290	-33.011646	151.711425
3762	6491	Wiripaang Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	15	14	228	4943 4357	wiripaang-p.School@det.nsw.edu.au	4942 2589	Lake Macquarie (C)	Charlestown	Shortland	Pacific Hwy	Gateshead 	2290	-32.984172	151.691355
3874	9091	Kahibah Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	14	3	304	4943 4501	kahibah-p.School@det.nsw.edu.au	4942 2590	Lake Macquarie (C)	Charlestown	Shortland	Frith St	Kahibah 	2290	-32.964902	151.713608
3939	9092	Mount Hutton Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	10	5	172	4948 8085	mthutton-p.school@det.nsw.edu.au	4947 1135	Lake Macquarie (C)	Charlestown	Shortland	12 Dunkley Pde	Mount Hutton 	2290	-32.977049	151.66862
4194	9048	Charlestown East Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	13	8	210	4943 5173	charlestoe-p.School@det.nsw.edu.au	4942 2575	Lake Macquarie (C)	Charlestown	Shortland	James St	Charlestown 	2290	-32.971176	151.704693
4318	9059	Hillsborough Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	13	5	289	4943 5695	hillsboro-p.school@det.nsw.edu.au	4942 2579	Lake Macquarie (C)	Charlestown	Shortland	Waratah Ave	Charlestown 	2290	-32.959966	151.68003
4324	9052	Charlestown South Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	8	3	181	4943 5827	charlestos-p.school@det.nsw.edu.au	4942 2578	Lake Macquarie (C)	Charlestown	Shortland	Patricia Ave	Charlestown 	2290	-32.96765	151.688181
5682	24075	Awabakal Environmental Education Centre	Environmental Education Centre	Comprehensive	Environmental Education Centre (formerly Field Studies Centres)	N	Coed	NULL	NULL	NULL	4944 8233	awabakal-e.school@det.nsw.edu.au	4944 8154	Lake Macquarie (C)	Charlestown	Shortland	Boundary St	Dudley	2290	-32.990629	151.716639
5686	8741	Lakeside School	Schools for Specific Purposes	Comprehensive	Medium / High Support needs	N	Coed	10	11	44	4943 8999	lakeside-s.School@det.nsw.edu.au	4943 4022	Lake Macquarie (C)	Charlestown	Shortland	40-44 Coral CrescentGateshead NSW 2290	NULL	2290	-32.983678	151.692016
5704	16192	Newcastle Junior School	Schools for Specific Purposes	Comprehensive	Medium / High Support needs	N	Coed	13	15	65	4943 3479	newcastlej-s.school@det.nsw.edu.au	4942 2570	Lake Macquarie (C)	Charlestown	Shortland	64 Hillsborough Rd	Hillsborough 	2290	-32.95885	151.680211
8233	9056	Hunter Sports High School	Secondary School	Sports	Year 7 to Year 12	N	Coed	54	17	741.8	4943 5755	hunterspt-h.school@det.nsw.edu.au	4942 2565	Lake Macquarie (C)	Charlestown	Shortland	Pacific Hwy	Gateshead 	2290	-32.985494	151.691142
8390	9093	Whitebridge High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	67	20	998.1	4943 3966	whitebridg-h.school@det.nsw.edu.au	4942 2568	Lake Macquarie (C)	Charlestown	Shortland	Lonus Ave	Whitebridge 	2290	-32.972025	151.712234
2246	9101	The Junction Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	26	6	597	4963 1343	thejunctio-p.school@det.nsw.edu.au	4963 3501	Newcastle (C)	Newcastle	Newcastle	Union St	Merewether 	2291	-32.939964	151.758644
2525	9099	Merewether Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	10	3	170	4963 1318	merewether-p.school@det.nsw.edu.au	4963 3490	Newcastle (C)	Charlestown	Newcastle	6 Henry Street	Merewether	2291	-32.937547	151.742152
3795	9094	Hamilton South Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	20	8	431	4969 3795	hamiltons-p.school@det.nsw.edu.au	4962 1214	Newcastle (C)	Newcastle	Newcastle	Kenrick St	Merewether 	2291	-32.93344	151.753489
4416	9097	Merewether Heights Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	15	2	334	4963 3192	merewethht-p.school@det.nsw.edu.au	4963 3714	Newcastle (C)	Newcastle	Newcastle	Cedar Cres	Merewether Heights 	2291	-32.946716	151.737458
3897	9103	Hamilton North Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	8	3	167	4969 3695	hamiltonn-p.school@det.nsw.edu.au	4962 1190	Newcastle (C)	Newcastle	Newcastle	Jackson St	Broadmeadow 	2292	-32.917442	151.734207
8819	17545	Hunter School of Performing Arts	Central/Community School	Performing Arts	Kinder to Year 12	N	Coed	67	15	1148.4	4952 3355	huntperfor-h.school@det.nsw.edu.au	4956 2428	Newcastle (C)	Newcastle	Newcastle	Lambton Rd	Broadmeadow 	2292	-32.924826	151.727614
1518	9108	Carrington Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	4	2	86	4969 3707	carrington-p.school@det.nsw.edu.au	4961 6860	Newcastle (C)	Newcastle	Newcastle	Young St	Carrington 	2294	-32.912446	151.765328
3110	9110	Stockton Public School	Primary School	Comprehensive	Kinder to Year 6	Y	Coed	15	4	269	4928 1101	stockton-p.School@det.nsw.edu.au	4920 1224	Newcastle (C)	Newcastle	Newcastle	10 Clyde St	Stockton 	2295	-32.910956	151.781095
3996	9130	Fern Bay Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	35	4928 1668	fernbay-p.school@det.nsw.edu.au	4920 1223	Port Stephens (A)	Newcastle	Paterson	Vardon St	Fern Bay 	2295	-32.871657	151.794739
2212	9112	Islington Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	10	5	112	4969 3903	islington-p.school@det.nsw.edu.au	4961 1636	Newcastle (C)	Newcastle	Newcastle	Hubbard St	Islington 	2296	-32.911412	151.744091
